,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
1119,1420,cpu.with.vendor,1,255,active,ARFF,,30.0,,,8.0,209.0,0.0,0.0,7.0,1.0
1120,1424,a3a,1,402,active,Sparse_ARFF,,,,0.0,124.0,32561.0,0.0,0.0,124.0,0.0
1121,1425,a4a,1,402,active,Sparse_ARFF,,,,0.0,124.0,32561.0,0.0,0.0,124.0,0.0
1122,1426,a5a,1,402,active,Sparse_ARFF,,,,0.0,124.0,32561.0,0.0,0.0,124.0,0.0
1123,1427,a6a,1,402,active,Sparse_ARFF,,,,0.0,124.0,32561.0,0.0,0.0,124.0,0.0
1124,1428,a7a,1,402,active,Sparse_ARFF,,,,0.0,124.0,32561.0,0.0,0.0,124.0,0.0
1125,1429,a8a,1,402,active,Sparse_ARFF,,,,0.0,124.0,32561.0,0.0,0.0,124.0,0.0
1126,1430,a9a,1,402,active,Sparse_ARFF,,,,0.0,124.0,48842.0,0.0,0.0,124.0,0.0
1127,1432,colon-cancer,1,402,active,Sparse_ARFF,,,,0.0,2001.0,62.0,0.0,0.0,2001.0,0.0
1128,1433,svmguide1,1,402,active,Sparse_ARFF,,,,0.0,5.0,7089.0,0.0,0.0,5.0,0.0
1129,1434,duke-breast-cancer,1,402,active,Sparse_ARFF,,,,0.0,7130.0,86.0,0.0,0.0,7130.0,0.0
1130,1435,fourclass,1,402,active,Sparse_ARFF,,,,0.0,3.0,862.0,0.0,0.0,3.0,0.0
1131,1436,german.numer,1,402,active,Sparse_ARFF,,,,0.0,25.0,1000.0,0.0,0.0,25.0,0.0
1132,1441,KungChi3,1,427,active,ARFF,107.0,2.0,16.0,2.0,40.0,123.0,0.0,0.0,39.0,1.0
1133,1442,MegaWatt1,1,427,active,ARFF,226.0,2.0,27.0,2.0,38.0,253.0,0.0,0.0,37.0,1.0
1134,1443,PizzaCutter1,1,427,active,ARFF,609.0,2.0,52.0,2.0,38.0,661.0,0.0,0.0,37.0,1.0
1135,1444,PizzaCutter3,1,427,active,ARFF,916.0,2.0,127.0,2.0,38.0,1043.0,0.0,0.0,37.0,1.0
1136,1446,CostaMadre1,2,427,active,ARFF,258.0,2.0,38.0,2.0,38.0,296.0,0.0,0.0,37.0,1.0
1137,1447,CastMetal1,1,427,active,ARFF,285.0,2.0,42.0,2.0,38.0,327.0,0.0,0.0,37.0,1.0
1138,1448,KnuggetChase3,1,427,active,ARFF,158.0,2.0,36.0,2.0,40.0,194.0,0.0,0.0,39.0,1.0
1139,1449,MeanWhile1,1,427,active,ARFF,226.0,2.0,27.0,2.0,38.0,253.0,0.0,0.0,37.0,1.0
1140,1450,MindCave2,1,427,active,ARFF,81.0,2.0,44.0,2.0,40.0,125.0,0.0,0.0,39.0,1.0
1141,1451,PieChart1,1,427,active,ARFF,644.0,2.0,61.0,2.0,38.0,705.0,0.0,0.0,37.0,1.0
1142,1452,PieChart2,1,427,active,ARFF,729.0,2.0,16.0,2.0,37.0,745.0,0.0,0.0,36.0,1.0
1143,1453,PieChart3,1,427,active,ARFF,943.0,2.0,134.0,2.0,38.0,1077.0,0.0,0.0,37.0,1.0
1144,1455,acute-inflammations,1,64,active,ARFF,70.0,2.0,50.0,2.0,7.0,120.0,0.0,0.0,1.0,6.0
1145,1456,appendicitis,1,64,active,ARFF,,2.0,,,8.0,106.0,0.0,0.0,7.0,1.0
1146,1457,amazon-commerce-reviews,1,64,active,ARFF,30.0,50.0,30.0,50.0,10001.0,1500.0,0.0,0.0,10000.0,1.0
1147,1458,arcene,1,64,active,ARFF,112.0,2.0,88.0,2.0,10001.0,200.0,0.0,0.0,10000.0,1.0
1148,1459,artificial-characters,1,64,active,ARFF,1416.0,10.0,600.0,10.0,8.0,10218.0,0.0,0.0,7.0,1.0
1149,1460,banana,1,64,active,ARFF,2924.0,2.0,2376.0,2.0,3.0,5300.0,0.0,0.0,2.0,1.0
1150,1461,bank-marketing,1,64,active,ARFF,39922.0,12.0,5289.0,2.0,17.0,45211.0,0.0,0.0,7.0,10.0
1151,1462,banknote-authentication,1,64,active,ARFF,762.0,2.0,610.0,2.0,5.0,1372.0,0.0,0.0,4.0,1.0
1152,1463,blogger,1,64,active,ARFF,68.0,5.0,32.0,2.0,6.0,100.0,0.0,0.0,0.0,6.0
1153,1464,blood-transfusion-service-center,1,64,active,ARFF,570.0,2.0,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
1154,1465,breast-tissue,1,64,active,ARFF,22.0,6.0,14.0,6.0,10.0,106.0,0.0,0.0,9.0,1.0
1155,1466,cardiotocography,1,64,active,ARFF,579.0,10.0,53.0,10.0,36.0,2126.0,0.0,0.0,35.0,1.0
1156,1467,climate-model-simulation-crashes,1,64,active,ARFF,494.0,2.0,46.0,2.0,21.0,540.0,0.0,0.0,20.0,1.0
1157,1468,cnae-9,1,64,active,ARFF,120.0,9.0,120.0,9.0,857.0,1080.0,0.0,0.0,856.0,1.0
1158,1471,eeg-eye-state,1,64,active,ARFF,8257.0,2.0,6723.0,2.0,15.0,14980.0,0.0,0.0,14.0,1.0
1159,1472,energy-efficiency,1,64,active,ARFF,74.0,38.0,1.0,37.0,10.0,768.0,0.0,0.0,8.0,2.0
1160,1473,fertility,1,64,active,ARFF,88.0,2.0,12.0,2.0,10.0,100.0,0.0,0.0,9.0,1.0
1161,1475,first-order-theorem-proving,1,64,active,ARFF,2554.0,6.0,486.0,6.0,52.0,6118.0,0.0,0.0,51.0,1.0
1162,1476,gas-drift,1,64,active,ARFF,3009.0,6.0,1641.0,6.0,129.0,13910.0,0.0,0.0,128.0,1.0
1163,1477,gas-drift-different-concentrations,1,64,active,ARFF,3009.0,6.0,1641.0,6.0,130.0,13910.0,0.0,0.0,129.0,1.0
1164,1478,har,1,64,active,ARFF,1944.0,6.0,1406.0,6.0,562.0,10299.0,0.0,0.0,561.0,1.0
1165,1479,hill-valley,1,64,active,ARFF,606.0,2.0,606.0,2.0,101.0,1212.0,0.0,0.0,100.0,1.0
1166,1480,ilpd,1,64,active,ARFF,416.0,2.0,167.0,2.0,11.0,583.0,0.0,0.0,9.0,2.0
1167,1481,kr-vs-k,1,64,active,ARFF,4553.0,18.0,27.0,18.0,7.0,28056.0,0.0,0.0,3.0,4.0
1168,1482,leaf,1,64,active,ARFF,16.0,30.0,8.0,30.0,16.0,340.0,0.0,0.0,15.0,1.0
1169,1483,ldpa,1,64,active,ARFF,54480.0,11.0,1381.0,11.0,8.0,164860.0,0.0,0.0,5.0,3.0
1170,1484,lsvt,1,64,active,ARFF,84.0,2.0,42.0,2.0,311.0,126.0,0.0,0.0,310.0,1.0
1171,1485,madelon,1,64,active,ARFF,1300.0,2.0,1300.0,2.0,501.0,2600.0,0.0,0.0,500.0,1.0
1172,1486,nomao,1,64,active,ARFF,24621.0,3.0,9844.0,2.0,119.0,34465.0,0.0,0.0,89.0,30.0
1173,1487,ozone-level-8hr,1,64,active,ARFF,2374.0,2.0,160.0,2.0,73.0,2534.0,0.0,0.0,72.0,1.0
1174,1488,parkinsons,1,64,active,ARFF,147.0,2.0,48.0,2.0,23.0,195.0,0.0,0.0,22.0,1.0
1175,1489,phoneme,1,64,active,ARFF,3818.0,2.0,1586.0,2.0,6.0,5404.0,0.0,0.0,5.0,1.0
1176,1490,planning-relax,1,64,active,ARFF,130.0,2.0,52.0,2.0,13.0,182.0,0.0,0.0,12.0,1.0
1177,1491,one-hundred-plants-margin,1,64,active,ARFF,16.0,100.0,16.0,100.0,65.0,1600.0,0.0,0.0,64.0,1.0
1178,1492,one-hundred-plants-shape,1,64,active,ARFF,16.0,100.0,16.0,100.0,65.0,1600.0,0.0,0.0,64.0,1.0
1179,1493,one-hundred-plants-texture,1,64,active,ARFF,16.0,100.0,15.0,100.0,65.0,1599.0,0.0,0.0,64.0,1.0
1180,1494,qsar-biodeg,1,64,active,ARFF,699.0,2.0,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
1181,1495,qualitative-bankruptcy,1,64,active,ARFF,143.0,3.0,107.0,2.0,7.0,250.0,0.0,0.0,0.0,7.0
1182,1496,ringnorm,1,64,active,ARFF,3736.0,2.0,3664.0,2.0,21.0,7400.0,0.0,0.0,20.0,1.0
1183,1497,wall-robot-navigation,1,64,active,ARFF,2205.0,4.0,328.0,4.0,25.0,5456.0,0.0,0.0,24.0,1.0
1184,1498,sa-heart,1,64,active,ARFF,302.0,2.0,160.0,2.0,10.0,462.0,0.0,0.0,8.0,2.0
1185,1499,seeds,1,64,active,ARFF,70.0,3.0,70.0,3.0,8.0,210.0,0.0,0.0,7.0,1.0
1186,1500,seismic-bumps,1,64,active,ARFF,70.0,3.0,70.0,3.0,8.0,210.0,0.0,0.0,7.0,1.0
1187,1501,semeion,1,64,active,ARFF,162.0,10.0,155.0,10.0,257.0,1593.0,0.0,0.0,256.0,1.0
1188,1502,skin-segmentation,1,64,active,ARFF,194198.0,2.0,50859.0,2.0,4.0,245057.0,0.0,0.0,3.0,1.0
1189,1503,spoken-arabic-digit,1,64,active,ARFF,26496.0,10.0,26124.0,10.0,15.0,263256.0,0.0,0.0,14.0,1.0
1190,1504,steel-plates-fault,1,64,active,ARFF,1268.0,2.0,673.0,2.0,34.0,1941.0,0.0,0.0,33.0,1.0
1191,1506,thoracic-surgery,1,64,active,ARFF,400.0,7.0,70.0,2.0,17.0,470.0,0.0,0.0,3.0,14.0
1192,1507,twonorm,1,64,active,ARFF,3703.0,2.0,3697.0,2.0,21.0,7400.0,0.0,0.0,20.0,1.0
1193,1508,user-knowledge,1,64,active,ARFF,129.0,5.0,24.0,5.0,6.0,403.0,0.0,0.0,5.0,1.0
1194,1509,walking-activity,1,64,active,ARFF,21991.0,22.0,911.0,22.0,5.0,149332.0,0.0,0.0,4.0,1.0
1195,1510,wdbc,1,64,active,ARFF,357.0,2.0,212.0,2.0,31.0,569.0,0.0,0.0,30.0,1.0
1196,1511,wholesale-customers,1,64,active,ARFF,298.0,3.0,142.0,2.0,9.0,440.0,0.0,0.0,7.0,2.0
1197,1512,heart-long-beach,1,64,active,ARFF,56.0,5.0,10.0,5.0,14.0,200.0,0.0,0.0,13.0,1.0
1198,1513,heart-switzerland,1,64,active,ARFF,48.0,5.0,5.0,5.0,13.0,123.0,0.0,0.0,12.0,1.0
1199,1514,micro-mass,1,64,active,ARFF,36.0,10.0,36.0,10.0,1301.0,360.0,0.0,0.0,1300.0,1.0
1200,1515,micro-mass,2,64,active,ARFF,60.0,20.0,11.0,20.0,1301.0,571.0,0.0,0.0,1300.0,1.0
1201,1516,robot-failures-lp1,1,64,active,ARFF,34.0,4.0,16.0,4.0,91.0,88.0,0.0,0.0,90.0,1.0
1202,1517,robot-failures-lp2,1,64,active,ARFF,20.0,5.0,5.0,5.0,91.0,47.0,0.0,0.0,90.0,1.0
1203,1518,robot-failures-lp3,1,64,active,ARFF,20.0,4.0,3.0,4.0,91.0,47.0,0.0,0.0,90.0,1.0
1204,1519,robot-failures-lp4,1,64,active,ARFF,72.0,3.0,21.0,3.0,91.0,117.0,0.0,0.0,90.0,1.0
1205,1520,robot-failures-lp5,1,64,active,ARFF,47.0,5.0,21.0,5.0,91.0,164.0,0.0,0.0,90.0,1.0
1206,1523,vertebra-column,1,64,active,ARFF,150.0,3.0,60.0,3.0,7.0,310.0,0.0,0.0,6.0,1.0
1207,1524,vertebra-column,2,64,active,ARFF,210.0,2.0,100.0,2.0,7.0,310.0,0.0,0.0,6.0,1.0
1208,1525,wall-robot-navigation,2,64,active,ARFF,2205.0,4.0,328.0,4.0,3.0,5456.0,0.0,0.0,2.0,1.0
1209,1526,wall-robot-navigation,3,64,active,ARFF,2205.0,4.0,328.0,4.0,5.0,5456.0,0.0,0.0,4.0,1.0
1210,1527,volcanoes-a1,1,64,active,ARFF,2952.0,5.0,58.0,5.0,4.0,3252.0,0.0,0.0,3.0,1.0
1211,1528,volcanoes-a2,1,64,active,ARFF,1471.0,5.0,29.0,5.0,4.0,1623.0,0.0,0.0,3.0,1.0
1212,1529,volcanoes-a3,1,64,active,ARFF,1369.0,5.0,29.0,5.0,4.0,1521.0,0.0,0.0,3.0,1.0
1213,1530,volcanoes-a4,1,64,active,ARFF,1365.0,5.0,29.0,5.0,4.0,1515.0,0.0,0.0,3.0,1.0
1214,1531,volcanoes-b1,1,64,active,ARFF,9791.0,5.0,26.0,5.0,4.0,10176.0,0.0,0.0,3.0,1.0
1215,1532,volcanoes-b2,1,64,active,ARFF,10285.0,5.0,26.0,5.0,4.0,10668.0,0.0,0.0,3.0,1.0
1216,1533,volcanoes-b3,1,64,active,ARFF,10006.0,5.0,25.0,5.0,4.0,10386.0,0.0,0.0,3.0,1.0
1217,1534,volcanoes-b4,1,64,active,ARFF,9805.0,5.0,26.0,5.0,4.0,10190.0,0.0,0.0,3.0,1.0
1218,1535,volcanoes-b5,1,64,active,ARFF,9599.0,5.0,26.0,5.0,4.0,9989.0,0.0,0.0,3.0,1.0
1219,1536,volcanoes-b6,1,64,active,ARFF,9746.0,5.0,26.0,5.0,4.0,10130.0,0.0,0.0,3.0,1.0
1220,1537,volcanoes-c1,1,64,active,ARFF,27895.0,5.0,71.0,5.0,4.0,28626.0,0.0,0.0,3.0,1.0
1221,1538,volcanoes-d1,1,64,active,ARFF,8265.0,5.0,56.0,5.0,4.0,8753.0,0.0,0.0,3.0,1.0
1222,1539,volcanoes-d2,1,64,active,ARFF,8670.0,5.0,56.0,5.0,4.0,9172.0,0.0,0.0,3.0,1.0
1223,1540,volcanoes-d3,1,64,active,ARFF,8771.0,5.0,58.0,5.0,4.0,9285.0,0.0,0.0,3.0,1.0
1224,1541,volcanoes-d4,1,64,active,ARFF,8163.0,5.0,56.0,5.0,4.0,8654.0,0.0,0.0,3.0,1.0
1225,1542,volcanoes-e1,1,64,active,ARFF,1083.0,5.0,9.0,5.0,4.0,1183.0,0.0,0.0,3.0,1.0
1226,1543,volcanoes-e2,1,64,active,ARFF,984.0,5.0,8.0,5.0,4.0,1080.0,0.0,0.0,3.0,1.0
1227,1544,volcanoes-e3,1,64,active,ARFF,1170.0,5.0,9.0,5.0,4.0,1277.0,0.0,0.0,3.0,1.0
1228,1545,volcanoes-e4,1,64,active,ARFF,1144.0,5.0,9.0,5.0,4.0,1252.0,0.0,0.0,3.0,1.0
1229,1546,volcanoes-e5,1,64,active,ARFF,1010.0,5.0,9.0,5.0,4.0,1112.0,0.0,0.0,3.0,1.0
1230,1547,autoUniv-au1-1000,1,64,active,ARFF,741.0,2.0,259.0,2.0,21.0,1000.0,0.0,0.0,20.0,1.0
1231,1548,autoUniv-au4-2500,1,64,active,ARFF,1173.0,6.0,196.0,3.0,101.0,2500.0,0.0,0.0,58.0,43.0
1232,1549,autoUniv-au6-750,1,64,active,ARFF,165.0,8.0,57.0,8.0,41.0,750.0,0.0,0.0,37.0,4.0
1233,1551,autoUniv-au6-400,1,64,active,ARFF,111.0,8.0,25.0,8.0,41.0,400.0,0.0,0.0,37.0,4.0
1234,1552,autoUniv-au7-1100,1,64,active,ARFF,305.0,5.0,153.0,5.0,13.0,1100.0,0.0,0.0,8.0,5.0
1235,1553,autoUniv-au7-700,1,64,active,ARFF,245.0,3.0,214.0,3.0,13.0,700.0,0.0,0.0,8.0,5.0
1236,1554,autoUniv-au7-500,1,64,active,ARFF,192.0,5.0,43.0,5.0,13.0,500.0,0.0,0.0,8.0,5.0
1237,1555,autoUniv-au6-1000,1,64,active,ARFF,240.0,8.0,89.0,8.0,41.0,1000.0,0.0,0.0,37.0,4.0
1238,1556,acute-inflammations,2,64,active,ARFF,61.0,2.0,59.0,2.0,7.0,120.0,0.0,0.0,1.0,6.0
1239,1557,abalone,3,64,active,ARFF,1447.0,3.0,1323.0,3.0,9.0,4177.0,0.0,0.0,7.0,2.0
1240,1558,bank-marketing,2,64,active,ARFF,4000.0,12.0,521.0,2.0,17.0,4521.0,0.0,0.0,7.0,10.0
1241,1559,breast-tissue,2,64,active,ARFF,49.0,4.0,14.0,4.0,10.0,106.0,0.0,0.0,9.0,1.0
1242,1560,cardiotocography,2,64,active,ARFF,1655.0,3.0,176.0,3.0,36.0,2126.0,0.0,0.0,35.0,1.0
1243,1561,dbworld-bodies-stemmed,1,64,active,ARFF,35.0,2.0,29.0,2.0,3722.0,64.0,0.0,0.0,0.0,3722.0
1244,1562,dbworld-bodies,1,64,active,ARFF,35.0,2.0,29.0,2.0,4703.0,64.0,0.0,0.0,0.0,4703.0
1245,1563,dbworld-subjects-stemmed,1,64,active,ARFF,35.0,2.0,29.0,2.0,230.0,64.0,0.0,0.0,0.0,230.0
1246,1564,dbworld-subjects,1,64,active,ARFF,35.0,2.0,29.0,2.0,243.0,64.0,0.0,0.0,0.0,243.0
1247,1565,heart-h,3,64,active,ARFF,188.0,5.0,15.0,5.0,14.0,294.0,0.0,0.0,13.0,1.0
1248,1566,hill-valley,2,64,active,ARFF,612.0,2.0,600.0,2.0,101.0,1212.0,0.0,0.0,100.0,1.0
1249,1567,poker-hand,1,64,active,ARFF,513701.0,10.0,8.0,10.0,11.0,1025009.0,0.0,0.0,10.0,1.0
1250,1568,nursery,3,64,active,ARFF,4320.0,5.0,328.0,4.0,9.0,12958.0,0.0,0.0,0.0,9.0
1251,1569,poker-hand,2,64,active,ARFF,513701.0,9.0,17.0,9.0,11.0,1025000.0,0.0,0.0,10.0,1.0
1252,1571,fourclass_scale,1,402,active,Sparse_ARFF,,,,0.0,3.0,862.0,0.0,0.0,3.0,0.0
1253,1572,german.numer,2,402,active,Sparse_ARFF,,,,0.0,25.0,1000.0,0.0,0.0,25.0,0.0
1254,1574,heart,1,402,active,Sparse_ARFF,,,,0.0,14.0,270.0,0.0,0.0,14.0,0.0
1255,1575,ijcnn,1,402,active,Sparse_ARFF,,,,0.0,23.0,191681.0,0.0,0.0,23.0,0.0
1256,1577,rcv1.binary,1,402,active,Sparse_ARFF,,,,0.0,47237.0,697641.0,0.0,0.0,47237.0,0.0
1257,1578,real-sim,1,402,active,Sparse_ARFF,,,,0.0,20959.0,72309.0,0.0,0.0,20959.0,0.0
1258,1579,splice,3,402,active,Sparse_ARFF,,,,0.0,61.0,3175.0,0.0,0.0,61.0,0.0
1259,1581,w1a,1,402,active,Sparse_ARFF,,,,0.0,301.0,49749.0,0.0,0.0,301.0,0.0
1260,1582,w2a,1,402,active,Sparse_ARFF,,,,0.0,301.0,49749.0,0.0,0.0,301.0,0.0
1261,1583,w3a,1,402,active,Sparse_ARFF,,,,0.0,301.0,49749.0,0.0,0.0,301.0,0.0
1262,1584,w4a,1,402,active,Sparse_ARFF,,,,0.0,301.0,49749.0,0.0,0.0,301.0,0.0
1263,1585,w5a,1,402,active,Sparse_ARFF,,,,0.0,301.0,49749.0,0.0,0.0,301.0,0.0
1264,1586,w6a,1,402,active,Sparse_ARFF,,,,0.0,301.0,49749.0,0.0,0.0,301.0,0.0
1265,1587,w7a,1,402,active,Sparse_ARFF,,,,0.0,301.0,49749.0,0.0,0.0,301.0,0.0
1266,1588,w8a,1,402,active,Sparse_ARFF,,,,0.0,301.0,64700.0,0.0,0.0,301.0,0.0
1267,1589,svmguide3,1,402,active,Sparse_ARFF,,,,0.0,23.0,1243.0,0.0,0.0,23.0,0.0
1268,1590,adult,2,2,active,ARFF,37155.0,41.0,11687.0,2.0,15.0,48842.0,3620.0,6465.0,6.0,9.0
1269,1591,connect-4,1,402,active,Sparse_ARFF,,,,0.0,127.0,67557.0,0.0,0.0,127.0,0.0
1270,1592,aloi,1,402,active,Sparse_ARFF,,,,0.0,129.0,108000.0,0.0,0.0,129.0,0.0
1271,1593,SensIT-Vehicle-Combined,1,402,active,Sparse_ARFF,,,,0.0,101.0,98528.0,0.0,0.0,101.0,0.0
1272,1594,news20,2,402,active,Sparse_ARFF,,,,0.0,62062.0,19928.0,0.0,0.0,62062.0,0.0
1273,1595,poker,2,402,active,Sparse_ARFF,,,,0.0,11.0,1025010.0,0.0,0.0,11.0,0.0
1274,1596,covertype,4,2,active,ARFF,283301.0,7.0,2747.0,7.0,55.0,581012.0,0.0,0.0,10.0,45.0
1275,1597,creditcard,1,470,active,ARFF,284315.0,2.0,492.0,2.0,31.0,284807.0,0.0,0.0,30.0,1.0
1276,1600,SPECTF,2,555,active,ARFF,212.0,2.0,55.0,2.0,45.0,267.0,0.0,0.0,44.0,1.0
1277,3040,QSAR-TID-12276,1,62,active,Sparse_ARFF,,,,0.0,1026.0,87.0,0.0,0.0,1025.0,1.0
1278,3041,QSAR-TID-12475,1,62,active,Sparse_ARFF,,,,0.0,1026.0,13.0,0.0,0.0,1025.0,1.0
1279,3042,QSAR-TID-12886,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
1280,3043,QSAR-TID-10113,1,62,active,Sparse_ARFF,,,,0.0,1026.0,131.0,0.0,0.0,1025.0,1.0
1281,3044,QSAR-TID-12514,1,62,active,Sparse_ARFF,,,,0.0,1026.0,692.0,0.0,0.0,1025.0,1.0
1282,3045,QSAR-TID-17106,1,62,active,Sparse_ARFF,,,,0.0,1026.0,127.0,0.0,0.0,1025.0,1.0
1283,3046,QSAR-TID-10878,1,62,active,Sparse_ARFF,,,,0.0,1026.0,427.0,0.0,0.0,1025.0,1.0
1284,3047,QSAR-TID-12949,1,62,active,Sparse_ARFF,,,,0.0,1026.0,389.0,0.0,0.0,1025.0,1.0
1285,3048,QSAR-TID-12415,1,62,active,Sparse_ARFF,,,,0.0,1026.0,395.0,0.0,0.0,1025.0,1.0
1286,3049,QSAR-TID-101506,1,62,active,Sparse_ARFF,,,,0.0,1026.0,79.0,0.0,0.0,1025.0,1.0
1287,3050,QSAR-TID-11,1,62,active,Sparse_ARFF,,,,0.0,1026.0,5742.0,0.0,0.0,1025.0,1.0
1288,3051,QSAR-TID-208,1,62,active,Sparse_ARFF,,,,0.0,1026.0,22.0,0.0,0.0,1025.0,1.0
1289,3052,QSAR-TID-10574,1,62,active,Sparse_ARFF,,,,0.0,1026.0,422.0,0.0,0.0,1025.0,1.0
1290,3053,QSAR-TID-18044,1,62,active,Sparse_ARFF,,,,0.0,1026.0,113.0,0.0,0.0,1025.0,1.0
1291,3054,QSAR-TID-100140,1,62,active,Sparse_ARFF,,,,0.0,1026.0,821.0,0.0,0.0,1025.0,1.0
1292,3055,QSAR-TID-17035,1,62,active,Sparse_ARFF,,,,0.0,1026.0,17.0,0.0,0.0,1025.0,1.0
1293,3056,QSAR-TID-100951,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
1294,3057,QSAR-TID-100067,1,62,active,Sparse_ARFF,,,,0.0,1026.0,12.0,0.0,0.0,1025.0,1.0
1295,3058,QSAR-TID-10444,1,62,active,Sparse_ARFF,,,,0.0,1026.0,44.0,0.0,0.0,1025.0,1.0
1296,3059,QSAR-TID-101557,1,62,active,Sparse_ARFF,,,,0.0,1026.0,732.0,0.0,0.0,1025.0,1.0
1297,3060,QSAR-TID-11556,1,62,active,Sparse_ARFF,,,,0.0,1026.0,39.0,0.0,0.0,1025.0,1.0
1298,3061,QSAR-TID-17081,1,62,active,Sparse_ARFF,,,,0.0,1026.0,440.0,0.0,0.0,1025.0,1.0
1299,3062,QSAR-TID-10781,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2044.0,0.0,0.0,1025.0,1.0
1300,3063,QSAR-TID-226,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1431.0,0.0,0.0,1025.0,1.0
1301,3064,QSAR-TID-11156,1,62,active,Sparse_ARFF,,,,0.0,1026.0,838.0,0.0,0.0,1025.0,1.0
1302,3065,QSAR-TID-102421,1,62,active,Sparse_ARFF,,,,0.0,1026.0,74.0,0.0,0.0,1025.0,1.0
1303,3066,QSAR-TID-12959,1,62,active,Sparse_ARFF,,,,0.0,1026.0,72.0,0.0,0.0,1025.0,1.0
1304,3067,QSAR-TID-101386,1,62,active,Sparse_ARFF,,,,0.0,1026.0,148.0,0.0,0.0,1025.0,1.0
1305,3068,QSAR-TID-11024,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2329.0,0.0,0.0,1025.0,1.0
1306,3069,QSAR-TID-10475,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1030.0,0.0,0.0,1025.0,1.0
1307,3070,QSAR-TID-65,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1515.0,0.0,0.0,1025.0,1.0
1308,3071,QSAR-TID-100975,1,62,active,Sparse_ARFF,,,,0.0,1026.0,75.0,0.0,0.0,1025.0,1.0
1309,3072,QSAR-TID-100671,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0
1310,3073,QSAR-TID-191,1,62,active,Sparse_ARFF,,,,0.0,1026.0,4442.0,0.0,0.0,1025.0,1.0
1311,3074,QSAR-TID-100835,1,62,active,Sparse_ARFF,,,,0.0,1026.0,125.0,0.0,0.0,1025.0,1.0
1312,3075,QSAR-TID-10378,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1330.0,0.0,0.0,1025.0,1.0
1313,3076,QSAR-TID-12507,1,62,active,Sparse_ARFF,,,,0.0,1026.0,314.0,0.0,0.0,1025.0,1.0
1314,3077,QSAR-TID-11453,1,62,active,Sparse_ARFF,,,,0.0,1026.0,57.0,0.0,0.0,1025.0,1.0
1315,3078,QSAR-TID-100621,1,62,active,Sparse_ARFF,,,,0.0,1026.0,24.0,0.0,0.0,1025.0,1.0
1316,3079,QSAR-TID-10849,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1580.0,0.0,0.0,1025.0,1.0
1317,3080,QSAR-TID-101508,1,62,active,Sparse_ARFF,,,,0.0,1026.0,532.0,0.0,0.0,1025.0,1.0
1318,3081,QSAR-TID-234,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2145.0,0.0,0.0,1025.0,1.0
1319,3082,QSAR-TID-11694,1,62,active,Sparse_ARFF,,,,0.0,1026.0,157.0,0.0,0.0,1025.0,1.0
1320,3083,QSAR-TID-103169,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
1321,3084,QSAR-TID-103561,1,62,active,Sparse_ARFF,,,,0.0,1026.0,47.0,0.0,0.0,1025.0,1.0
1322,3085,QSAR-TID-10250,1,62,active,Sparse_ARFF,,,,0.0,1026.0,124.0,0.0,0.0,1025.0,1.0
1323,3086,QSAR-TID-30007,1,62,active,Sparse_ARFF,,,,0.0,1026.0,534.0,0.0,0.0,1025.0,1.0
1324,3087,QSAR-TID-101124,1,62,active,Sparse_ARFF,,,,0.0,1026.0,10.0,0.0,0.0,1025.0,1.0
1325,3088,QSAR-TID-11451,1,62,active,Sparse_ARFF,,,,0.0,1026.0,2442.0,0.0,0.0,1025.0,1.0
1326,3089,QSAR-TID-10051,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1007.0,0.0,0.0,1025.0,1.0
1327,3090,QSAR-TID-10981,1,62,active,Sparse_ARFF,,,,0.0,1026.0,262.0,0.0,0.0,1025.0,1.0
1328,3091,QSAR-TID-10478,1,62,active,Sparse_ARFF,,,,0.0,1026.0,86.0,0.0,0.0,1025.0,1.0
1329,3092,QSAR-TID-10009,1,62,active,Sparse_ARFF,,,,0.0,1026.0,714.0,0.0,0.0,1025.0,1.0
1330,3093,QSAR-TID-10659,1,62,active,Sparse_ARFF,,,,0.0,1026.0,81.0,0.0,0.0,1025.0,1.0
1331,3094,QSAR-TID-101097,1,62,active,Sparse_ARFF,,,,0.0,1026.0,59.0,0.0,0.0,1025.0,1.0
